product_name,selling_price_inr,mrp_inr,discount_as_listed,discount_calculated,star_rating,specs,category,platform,source_url,scraped_at,num_reviews,price_band,discount_band,savings_inr
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)",29989,36999.0,18.0,18.95,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(51,042)",Mid Range,Medium (10-30%),7010.0
"MOTOROLA Edge 70 Fusion (Pantone BLUE SURF, 256 GB)",29989,45999.0,34.0,34.81,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(4,452)",Mid Range,High (30%+),16010.0
"vivo T4x 5G (Glacial Teal, 128 GB)",18989,19499.0,2.0,2.62,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(1,68,924)",Mid Range,Low (0-10%),510.0
"vivo T4x 5G (Pronto Purple, 128 GB)",16989,17999.0,5.0,5.61,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(2,23,361)",Mid Range,Low (0-10%),1010.0
"Google Pixel 9A (Porcelain, 256 GB)",39989,49999.0,20.0,20.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(10,197)",Premium,Medium (10-30%),10010.0
"realme P4 Lite (Beach Gold, 128 GB)",10999,13999.0,21.0,21.43,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,857)",Mid Range,Medium (10-30%),3000.0
"vivo T4x 5G (Marine Blue, 256 GB)",20989,20999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,68,924)",Mid Range,Low (0-10%),10.0
"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",18989,20999.0,9.0,9.57,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(98,583)",Mid Range,Low (0-10%),2010.0
"Infinix GT 30 5G+ Pulse Green 256 (Pulse Green, 256 GB)",23999,26999.0,11.0,11.11,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,(186),Mid Range,Medium (10-30%),3000.0
"Samsung M06 5G (Blazing Black, 128 GB)",13685,15499.0,11.0,11.7,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,167)",Mid Range,Medium (10-30%),1814.0
"vivo T4x 5G (Pronto Purple, 128 GB)",18989,19499.0,2.0,2.62,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,68,924)",Mid Range,Low (0-10%),510.0
"vivo T4x 5G (Marine Blue, 128 GB)",16989,17999.0,5.0,5.61,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(2,23,361)",Mid Range,Low (0-10%),1010.0
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)",29989,36999.0,18.0,18.95,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(51,042)",Mid Range,Medium (10-30%),7010.0
"realme P4 Lite (Sea Blue, 128 GB)",10999,13999.0,21.0,21.43,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,857)",Mid Range,Medium (10-30%),3000.0
"vivo T4x 5G (Marine Blue, 128 GB)",18989,19499.0,2.0,2.62,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,68,924)",Mid Range,Low (0-10%),510.0
"vivo T4x 5G (Glacial Teal, 256 GB)",20989,20999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,68,924)",Mid Range,Low (0-10%),10.0
"vivo T4x 5G (Pronto Purple, 256 GB)",20989,20999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,68,924)",Mid Range,Low (0-10%),10.0
"realme P4 5G (Steel Grey, 256 GB)",23989,23999.0,0.04,0.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(17,590)",Mid Range,Low (0-10%),10.0
"realme P4 5G (Forge Red, 128 GB)",21989,21999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(17,590)",Mid Range,Low (0-10%),10.0
"realme P4x 5G (Lake Green, 128 GB)",17499,18999.0,7.0,7.9,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(4,235)",Mid Range,Low (0-10%),1500.0
"MOTOROLA Edge 70 Fusion (Pantone BLUE SURF, 128 GB)",26989,42999.0,37.0,37.23,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(4,452)",Mid Range,High (30%+),16010.0
"Ai+ Pulse 1 (Green, 64 GB)",7989,7999.0,0.13,0.13,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(48,997)",Budget,Low (0-10%),10.0
"Google Pixel 10a (Fog, 256 GB)",49989,49999.0,0.02,0.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,(551),Premium,Low (0-10%),10.0
"POCO M6 Plus 5G (Ice Silver, 128 GB)",14489,17999.0,19.0,19.5,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(20,256)",Mid Range,Medium (10-30%),3510.0
"Ai+ Pulse 2 (Green, 128 GB)",9489,11999.0,20.0,20.92,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(1,103)",Budget,Medium (10-30%),2510.0
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)",29989,36999.0,18.0,18.95,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(51,042)",Mid Range,Medium (10-30%),7010.0
"Nothing Phone (3a) Lite (Black, 128 GB)",21989,22999.0,4.0,4.39,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=4,2026-04-21 17:20:48,"(2,594)",Mid Range,Low (0-10%),1010.0
"Samsung Galaxy F36 5G (Red, 128 GB)",18989,22999.0,17.0,17.44,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(10,918)",Mid Range,Medium (10-30%),4010.0
"POCO C85x (Emerald Green, 64 GB)",11489,13499.0,14.0,14.89,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,(741),Mid Range,Medium (10-30%),2010.0
"MOTOROLA g06 power (Pantone Laurel Oak, 64 GB)",9989,9999.0,0.1,0.1,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(14,251)",Budget,Low (0-10%),10.0
"vivo T4 5G (Emerald Blaze, 128 GB)",24989,25999.0,3.0,3.88,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(1,03,627)",Mid Range,Low (0-10%),1010.0
"Apple iPhone 16 (Black, 128 GB)",69890,69900.0,0.01,0.01,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(2,19,094)",Premium,Low (0-10%),10.0
"Motorola Edge 50 Fusion (Forest Green, 256 GB)",20989,27999.0,25.0,25.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(1,74,914)",Mid Range,Medium (10-30%),7010.0
"OnePlus 13R 5g (Astral Trail, 256 GB)",41989,44999.0,6.0,6.69,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(5,855)",Premium,Low (0-10%),3010.0
"POCO X8 Pro (Black, 256 GB)",32989,43999.0,25.0,25.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,(777),Premium,Medium (10-30%),11010.0
"POCO M8 (Frost Silver, 128 GB)",17989,21999.0,18.0,18.23,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(1,269)",Mid Range,Medium (10-30%),4010.0
"OnePlus 13R 5G (Nebula Noir, 256 GB)",40188,44999.0,10.0,10.69,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(5,855)",Premium,Medium (10-30%),4811.0
"Tecno Pova 7 Pro 5G (Neon Cyan, 128 GB)",18364,21999.0,16.0,16.52,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=5,2026-04-21 17:20:54,"(5,023)",Mid Range,Medium (10-30%),3635.0
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Laptop,29990,32990.0,9.0,9.09,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(9,301)",Mid Range,Low (0-10%),3000.0
Primebook 2 Neo (2025) in-Built AI MediaTek Helio G99 (MT8781) - (6 GB/128 GB/Android 15) PBG9911128#B7B7B7 Thin and Light Laptop,19980,24990.0,20.0,20.05,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(301),Mid Range,Medium (10-30%),5010.0
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0154 | CX1405CKA-S60342 Chromebook,17980,21990.0,18.0,18.24,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(417),Mid Range,Medium (10-30%),4010.0
ASUS Chromebook CX15 Intel Celeron Dual Core N50 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1505CTA-S70257 Chromebook Laptop,22980,26990.0,14.0,14.86,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(12),Mid Range,Medium (10-30%),4010.0
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop,44980,44999.0,0.04,0.04,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(3,638)",Premium,Low (0-10%),19.0
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop,43480,49999.0,13.0,13.04,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(3,638)",Premium,Medium (10-30%),6519.0
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/512 GB SSD/128 GB EMMC Storage/Chrome OS) CX1405CTA-S60621 Chromebook Laptop,24980,24990.0,0.04,0.04,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(8),Mid Range,Low (0-10%),10.0
HP AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0761AU Laptop,62990,65387.0,3.0,3.67,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,,Premium,Low (0-10%),2397.0
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) A324-53 Thin and Light Laptop,57980,64990.0,10.0,10.79,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(1,666)",Premium,Medium (10-30%),7010.0
HP 15s Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0005TU Thin and Light Laptop,43980,53327.0,17.0,17.53,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(121),Premium,Medium (10-30%),9347.0
Apple MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,109890,109900.0,0.01,0.01,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(1,931)",Premium,Low (0-10%),10.0
Apple MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,85980,89900.0,4.0,4.36,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(18,634)",Premium,Low (0-10%),3920.0
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) 83NY000CIN Thin and Light Laptop,62980,104990.0,40.0,40.01,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(210),Premium,High (30%+),42010.0
HP 14 AI PC Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop,82990,88415.0,6.0,6.14,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(490),Premium,Low (0-10%),5425.0
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (8 GB/512 GB SSD/Windows 11 Home) 255R G10 Thin and Light Laptop,33630,41990.0,19.0,19.91,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(13),Premium,Medium (10-30%),8360.0
Ultimus Pro Intel Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin and Light Laptop,15905,27990.0,43.0,43.18,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(27),Mid Range,High (30%+),12085.0
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) 83NY000DIN Thin and Light Laptop,62980,104990.0,40.0,40.01,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(210),Premium,High (30%+),42010.0
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-BQ2523WS Thin and Light Laptop",40980,48990.0,16.0,16.35,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(59),Premium,Medium (10-30%),8010.0
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC with 1Yr ADP Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) 15Q8X10 Thin and Light Laptop,63980,93490.0,31.0,31.56,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(862),Premium,High (30%+),29510.0
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Light Laptop,24980,43999.0,43.0,43.23,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(13,584)",Mid Range,High (30%+),19019.0
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,44970,47147.0,4.0,4.62,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,"(5,991)",Premium,Low (0-10%),2177.0
Ultimus APEX Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) NU14U7INC56BN-CS Laptop,24689,39990.0,38.0,38.26,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(111),Mid Range,High (30%+),15301.0
Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/256 GB SSD/Tahoe) MHFF4HN/A,67890,69900.0,2.0,2.88,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(100),Premium,Low (0-10%),2010.0
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA506NCG-HN200WS Gaming Laptop,68990,85990.0,19.0,19.77,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=2,2026-04-21 17:21:01,(50),Premium,Medium (10-30%),17000.0
Acer Swift Go 14 Office 2024 + M365 Basic AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin and Light Laptop,40980,69999.0,41.0,41.46,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,"(1,024)",Premium,High (30%+),29019.0
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and Light Laptop,36980,59990.0,38.0,38.36,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(469),Premium,High (30%+),23010.0
HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FR2515TU Laptop,48980,49999.0,2.0,2.04,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(40),Premium,Low (0-10%),1019.0
ASUS TUF Gaming F16 (2025) with MSO 2024+M365 Basic (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FX607VJB-RL179WS Gaming Laptop,74990,91990.0,18.0,18.48,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(11),Premium,Medium (10-30%),17000.0
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,43980,54552.0,19.0,19.38,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,"(5,387)",Premium,Medium (10-30%),10572.0
Acer Aspire Intel Celeron Dual Core N4500 - (12 GB/256 GB SSD/Windows 11 Home) A324-45-V2 Thin and Light Laptop,20980,29999.0,30.0,30.06,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,"(2,050)",Mid Range,High (30%+),9019.0
DELL 14 Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2 in 1 Laptop,99980,111258.0,10.0,10.14,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,,Premium,Medium (10-30%),11278.0
HP 15s Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0021TU Thin and Light Laptop,57980,76989.0,24.0,24.69,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(424),Premium,Medium (10-30%),19009.0
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromebook,27980,32295.0,13.0,13.36,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,"(2,110)",Mid Range,Medium (10-30%),4315.0
Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,50980,59990.0,15.0,15.02,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(56),Premium,Medium (10-30%),9010.0
ASUS VivoBook 14 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin and Light Laptop,35980,50990.0,29.0,29.44,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(643),Premium,Medium (10-30%),15010.0
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop,38980,53000.0,26.0,26.45,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,"(3,224)",Premium,Medium (10-30%),14020.0
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop,52193,59900.0,12.0,12.87,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,"(3,224)",Premium,Medium (10-30%),7707.0
DELL Inspiron 15 Microsoft Office Home 2024 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,54980,63416.0,13.0,13.3,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(490),Premium,Medium (10-30%),8436.0
DELL 14 Microsoft Office Home 2024 AMD Ryzen AI 7 Octa Core 350 AI - (16 GB/1 TB SSD/Windows 11 Home) DB14255 Thin and Light Laptop,83480,107083.0,22.0,22.04,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,,Premium,Medium (10-30%),23603.0
HP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0568TU Thin and Light Laptop,45980,59999.0,23.0,23.37,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(163),Premium,Medium (10-30%),14019.0
Primebook 2 Max (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/256 GB/Android 15) PBG9915256#4278C Laptop,28480,34990.0,18.0,18.61,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,(994),Mid Range,Medium (10-30%),6510.0
DELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home) DB14255 Thin and Light Laptop,72480,92833.0,21.0,21.92,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,,Premium,Medium (10-30%),20353.0
DELL 16 14 Microsoft Office Home 2024 AMD Ryzen AI 5 Hexa Core 340 AI - (16 GB/512 GB SSD/Windows 11 Home) DB16255 Laptop,71980,89250.0,19.0,19.35,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=3,2026-04-21 17:21:07,,Premium,Medium (10-30%),17270.0
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2213AU Thin and Light Laptop,45980,51990.0,11.0,11.56,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,(658),Premium,Medium (10-30%),6010.0
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) A715-76G-548J Gaming Laptop,57990,84999.0,31.0,31.78,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,"(2,741)",Premium,High (30%+),27009.0
Lenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,49441,60999.0,18.0,18.95,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,"(1,804)",Premium,Medium (10-30%),11558.0
HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 255R G10 Thin and Light Laptop,49880,69990.0,28.0,28.73,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,(7),Premium,Medium (10-30%),20110.0
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU / 15-fc0690AU Thin and Light Laptop,53511,56031.0,4.0,4.5,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,(459),Premium,Low (0-10%),2520.0
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop,62980,104890.0,39.0,39.96,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,"(1,001)",Premium,High (30%+),41910.0
DELL Inspiron 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop,56773,60319.0,5.0,5.88,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,"(4,986)",Premium,Low (0-10%),3546.0
DELL Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop,56628,61329.0,7.0,7.67,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,(40),Premium,Low (0-10%),4701.0
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,53890,70000.0,23.0,23.01,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,(695),Premium,Medium (10-30%),16110.0
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Laptop,46980,52721.0,10.0,10.89,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,"(1,925)",Premium,Medium (10-30%),5741.0
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0752TU /15s-fy5003TU Thin and Light Laptop,46980,51266.0,8.0,8.36,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,"(6,571)",Premium,Low (0-10%),4286.0
DELL Inspiron 15 (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) DC15250 Thin and Light Laptop,47980,49990.0,4.0,4.02,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,(91),Premium,Low (0-10%),2010.0
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop,46601,49999.0,6.0,6.8,4.3,,laptops,Shopsy,https://www.shopsy.in/search?q=laptops&page=5,2026-04-21 17:21:15,"(2,910)",Premium,Low (0-10%),3398.0
